iMOs,iMOp,iAId,iACAd,iPL,iORBm,iORBvl,iOB,cMOs,cMOp,cAId,cACAd,cPL,cORBm,cORBvl,cOB,iACA,iM,iSSp,iGU,iCLA,iEPd,iPIR,iOT,iSI,iACB,iCP,iLS,iMS,cACA,cM,cSSp,cGU,cCLA,cEPd,cPIR,cOT,cSI,cACB,cCP,cLS,cMS,iRSP,iSSp-b,iSSs,iVISC,iAIp,iPIR-b,iEP,iBMA,iCEA,iBLAa,iCP-b,iHipp,iLD,iMD,iVM,iVL,iTC,cRSP,cSSp-b,cSSs,cVISC,cAIp,cPIR-b,cEP,cBMA,cCEA,cBLAa,cCP-b,cHipp,cLD,cMD,cVM,cVL,cTC,iRSP-b,iVIS,iAUD,iTEa,iECT,iPERI,iENTl,iBLAp,iPIR-c,iCOA,iHipp-b,iPT,iPAG,iDpM,iCT,iVTA,iZI,iSN,iSUM,iMM,cRSP-b,cVIS,cAUD,cTEa,cECT,cPERI,cENTl,cBLAp,cPIR-c,cCOA,cHipp-b,cPT,cPAG,cDpM,cCT,cVTA,cZI,cSN,cSUM,cMM,iRSP-c,iVISp,iENT,iPS,iSC,iPAG-b,iMRN,iPRN,cRSP-c,cVISp,cENT,cPS,cSC,cPAG-b,cMRN,cPRN
1.386751562,1.241684076,1.254366781,,1.332052657,1.198715984,0.978172829,,1.386751562,1.241684076,1.254366781,,1.332052657,1.198715984,0.978172829,,1.323222626,1.220030641,1.135345191,1.342556615,1.109578547,1.159792703,1.271685342,0.475344255,,1.019429909,1.004460774,0.965888125,0.668012972,1.323222626,1.220030641,1.135345191,1.342556615,1.109578547,1.159792703,1.271685342,0.475344255,,1.019429909,1.004460774,0.965888125,0.668012972,0.956411772,1.21673355,1.332193868,1.348735883,1.28751061,1.271685342,1.294098647,1.126641551,0.991818395,1.367057591,1.004460774,1.341830057,0.116459551,0.934186561,-0.75826541,0.565358625,0.312917481,0.956411772,1.21673355,1.332193868,1.348735883,1.28751061,1.271685342,1.294098647,1.126641551,0.991818395,1.367057591,1.004460774,1.341830057,0.116459551,0.934186561,-0.75826541,0.565358625,0.312917481,0.939335138,1.193896455,1.209480987,1.392847637,1.343566132,1.337492539,1.230268554,1.331376676,1.271685342,1.016991578,1.341830057,0.264983012,0.729968708,0.177849876,-0.207982058,0.88933906,,1.07584612,0.899241891,0.444942139,0.939335138,1.193896455,1.209480987,1.392847637,1.343566132,1.337492539,1.230268554,1.331376676,1.271685342,1.016991578,1.341830057,0.264983012,0.729968708,0.177849876,-0.207982058,0.88933906,,1.07584612,0.899241891,0.444942139,1.282522042,1.328650698,1.386640437,0.961620397,0.445095412,0.729968708,0.441413975,0.686395716,1.282522042,1.328650698,1.386640437,0.961620397,0.445095412,0.729968708,0.441413975,0.686395716
